T,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10
632,0,0,1,0,0,0,1,1,0,0
633,0,1,1,1,0,1,1,1,1,0
634,1,1,1,1,1,1,1,1,1,1
635,0,1,1,1,0,1,1,1,1,0
636,1,1,1,1,0,1,1,1,1,0
637,0,0,1,1,0,1,1,1,1,0
638,1,1,1,1,0,1,1,1,1,0
639,0,1,1,0,1,1,1,1,1,1
640,1,1,1,1,1,1,1,1,1,1
641,0,1,1,1,1,1,1,1,1,0
642,0,0,1,1,0,0,0,0,1,0
643,0,1,1,1,0,1,1,1,1,0
644,0,0,1,0,0,0,1,1,0,0
645,1,1,1,1,0,1,1,1,1,0
646,1,1,1,1,0,1,1,1,1,0
647,0,0,1,0,0,0,0,1,0,0
648,0,0,1,0,0,0,1,1,0,0
649,1,1,1,1,1,1,1,1,1,1
650,0,0,1,0,0,0,1,1,0,0
651,1,1,1,1,0,1,1,1,1,1
652,0,1,1,1,0,1,1,1,1,0
653,0,0,1,0,0,0,1,1,0,0
654,0,0,1,1,0,0,1,1,1,0
655,0,0,1,0,0,0,1,1,0,0
656,0,0,1,0,0,0,1,1,0,0
657,0,1,1,1,0,1,1,1,1,0
658,0,0,1,0,0,0,0,1,0,0
659,0,1,1,0,0,0,0,0,1,0
660,0,0,1,0,0,0,1,1,0,0
661,0,0,1,0,0,0,1,1,0,0
662,0,0,1,1,0,0,0,0,1,0
663,0,1,1,0,0,0,0,0,1,0
664,1,1,1,1,0,1,1,1,1,0
665,0,0,1,1,0,1,1,1,1,0
666,0,0,1,0,0,0,1,1,0,0
667,0,0,1,1,0,0,0,0,1,0
668,0,0,1,0,0,1,1,1,1,0
669,0,0,1,0,0,0,1,1,0,0
670,0,1,1,1,0,1,1,1,1,0
671,0,0,1,0,0,0,0,1,0,0
672,0,0,1,0,0,0,1,1,0,0
673,0,0,1,0,0,0,0,1,0,0
674,0,0,1,1,0,0,0,0,1,0
675,0,0,1,0,0,0,1,1,0,0
676,0,0,1,0,0,0,1,1,0,0
677,0,0,1,0,0,1,1,1,1,0
678,0,0,1,0,0,1,1,1,1,0
679,0,1,1,1,0,1,1,1,1,0
680,0,1,1,0,0,0,0,0,1,0
681,0,1,1,0,0,0,0,0,1,0
682,0,0,1,1,0,0,0,0,1,0
683,0,0,1,1,0,1,1,1,1,0
684,0,0,1,1,0,0,0,0,1,0
685,1,1,1,1,1,1,1,1,1,1
686,0,0,1,1,0,0,0,0,1,0
687,0,1,1,1,0,1,1,1,1,0
688,0,0,1,1,0,1,1,1,1,0
689,0,1,1,0,0,0,0,0,1,0
690,0,0,1,0,0,1,1,1,1,0
691,0,1,1,1,0,1,0,1,1,0
692,0,1,1,0,0,0,0,0,1,0
693,0,0,1,1,0,1,1,1,1,0
694,0,0,1,1,0,1,1,1,1,0
695,1,1,1,1,0,1,1,1,1,1
696,0,0,1,1,0,1,1,1,1,0
697,0,0,1,1,0,0,0,0,1,0
698,0,0,1,0,0,1,0,1,1,0
699,0,1,1,1,0,1,1,1,1,0
700,0,0,1,1,0,1,1,1,1,0
701,0,0,1,0,0,1,1,1,1,0
702,0,0,1,1,0,0,1,1,1,0
703,0,0,1,0,0,1,0,1,1,0
704,0,0,1,0,0,1,0,1,1,0
705,0,1,1,1,1,1,1,1,1,0
706,0,1,1,1,1,1,1,1,1,0
707,0,1,1,1,1,1,1,1,1,0
708,0,0,1,1,0,1,0,1,1,0
709,0,0,1,1,0,1,0,1,1,0
710,0,1,1,1,0,1,1,1,1,0
711,1,1,1,1,1,1,1,1,1,1
712,0,1,1,1,0,1,1,1,1,0
713,0,1,1,1,1,1,1,1,1,0
714,0,1,1,1,1,1,1,1,1,0
715,1,1,1,1,0,1,1,1,1,1
716,0,0,1,0,0,0,1,1,0,0
717,0,1,1,1,0,1,0,1,1,0
718,0,1,1,1,0,1,1,1,1,0
719,0,0,1,1,0,1,1,1,1,0
720,0,0,1,1,0,1,1,1,1,0
721,0,1,1,1,0,1,1,1,1,0
722,0,0,1,1,0,1,1,1,1,0
723,0,0,1,1,0,1,1,1,1,0
724,0,1,1,1,0,1,1,1,1,0
725,0,1,1,1,0,1,1,1,1,0
726,0,0,1,0,0,0,1,1,0,0
727,0,1,1,1,0,0,1,1,1,0
728,0,0,1,0,0,0,1,1,0,0
729,0,0,1,0,0,0,1,1,0,0
730,0,1,1,1,0,0,1,1,1,0
731,0,1,1,1,0,0,1,1,1,0
732,1,1,1,1,0,1,1,1,1,0
733,0,1,1,1,0,0,1,1,1,0
734,0,1,1,1,0,0,1,1,1,0
735,1,1,1,1,0,1,1,1,1,0
736,0,0,1,1,0,0,1,1,1,0
737,0,1,0,0,1,1,1,1,1,1
738,0,0,1,1,0,0,1,1,0,0
739,0,1,1,0,0,0,0,0,1,0
740,0,0,1,0,0,0,1,1,0,0
741,0,0,1,0,0,0,1,1,0,0
742,0,0,1,0,0,0,1,1,0,0
743,1,1,1,1,1,1,1,1,1,0
744,0,0,1,0,0,0,1,1,0,0
745,1,1,1,1,0,1,1,1,1,1
746,0,0,1,1,0,1,1,1,1,0
747,0,0,1,0,0,0,1,1,0,0
748,0,0,1,0,0,0,1,1,0,0
749,0,0,1,1,0,1,1,1,1,0
750,0,0,1,1,0,1,1,1,1,0
751,0,1,1,0,0,0,0,0,1,0
752,0,0,1,1,0,1,1,1,1,0
753,1,1,1,1,1,1,1,1,1,1
754,0,1,1,1,0,1,1,1,1,0
755,0,0,1,1,0,1,0,1,1,0
756,0,1,1,0,0,0,0,0,1,0
757,0,1,1,0,0,0,0,0,1,0
758,0,1,1,1,0,1,1,1,1,0
759,0,1,1,0,0,0,0,0,1,0
760,0,0,1,1,0,0,0,0,1,0
761,0,0,1,0,0,0,1,1,0,0
762,0,1,1,1,0,1,1,1,1,0
763,0,0,1,1,0,1,1,1,1,0
764,0,1,1,1,0,1,1,1,1,0
765,0,1,1,1,0,1,0,1,1,0
766,0,1,1,1,0,1,1,1,1,0
767,0,1,1,1,0,1,1,1,1,0
768,0,1,1,1,0,1,1,1,1,0
769,0,0,1,1,0,0,1,1,1,0
770,0,1,1,1,0,1,1,1,1,0
771,0,0,1,0,0,0,1,1,0,0
772,0,0,1,1,0,0,0,0,1,0
773,0,1,1,1,0,1,1,1,1,0
774,0,0,1,1,0,0,1,1,1,0
775,0,0,1,1,0,1,1,1,1,0
776,0,0,1,1,0,0,1,1,1,0
777,0,0,1,1,0,0,1,1,1,0
778,0,1,1,1,0,1,1,1,1,0
779,0,1,1,0,0,0,0,0,1,0
780,0,0,1,1,0,1,1,1,1,0
781,0,0,1,0,0,0,1,1,0,0
782,1,1,1,1,1,1,1,1,1,1
783,0,0,1,1,0,0,1,1,0,0
784,0,1,1,1,0,1,1,1,1,0
785,0,1,1,1,0,1,1,1,1,0
786,0,0,0,0,0,0,0,1,0,0
787,0,1,1,1,0,1,1,1,1,0
788,0,0,1,1,0,1,1,1,1,0
789,0,1,1,1,0,1,1,1,1,0
790,1,1,1,1,0,1,1,1,1,1
791,0,0,0,0,0,0,0,1,0,0
792,0,0,0,0,0,0,0,1,0,0
793,0,1,1,1,1,1,1,1,1,0
794,0,1,1,1,0,1,1,1,1,0
795,0,1,1,1,0,1,1,1,1,0
796,0,1,1,0,0,0,0,0,1,0
797,0,0,1,1,0,0,0,0,1,0
798,0,1,1,1,0,1,1,1,1,0
799,0,0,1,0,0,0,1,1,0,0
800,0,0,1,1,0,1,1,1,1,0
801,0,0,1,0,0,0,0,1,0,0
802,0,0,1,1,0,0,1,1,1,0
803,0,0,1,1,0,0,1,1,1,0
804,1,1,1,1,1,1,1,1,1,1
805,0,1,1,1,0,1,1,1,1,0
806,0,1,1,1,0,1,1,1,1,0
807,1,1,1,1,0,1,1,1,1,0
808,0,1,0,0,0,1,1,1,1,0
809,1,1,1,1,0,1,1,1,1,0
810,0,1,1,1,0,1,1,1,1,0
811,0,1,1,0,0,1,1,1,1,0
812,1,1,1,1,0,1,1,1,1,0
813,1,1,1,1,0,1,1,1,1,0
814,0,1,1,1,1,1,1,1,1,0
815,0,1,1,0,0,0,0,0,1,0
816,0,0,1,1,0,0,0,0,1,0
817,0,1,1,1,0,1,1,1,1,0
818,0,0,1,1,0,0,0,0,1,0
819,0,1,1,0,0,0,0,0,1,0
820,0,1,1,1,0,1,1,1,1,0
821,0,1,1,1,0,1,1,1,1,0
822,0,0,1,1,0,0,1,1,1,0
823,0,0,1,0,0,0,1,1,0,0
824,0,1,1,0,1,1,1,1,1,1
825,0,1,1,1,0,1,1,1,1,0
826,0,0,1,1,0,1,1,1,1,0
827,0,1,1,0,0,0,1,1,1,0
828,0,0,1,0,0,0,1,1,0,0
829,0,0,1,0,0,0,1,1,0,0
830,0,1,1,0,0,0,0,0,1,0
831,1,1,1,0,0,1,1,1,1,0
832,0,1,1,0,0,0,0,0,1,0
833,0,1,1,1,0,1,1,1,1,0
834,0,0,1,1,0,0,0,0,1,0
835,0,1,1,1,0,1,1,1,1,0
836,0,0,1,0,0,0,1,1,0,0
837,0,0,1,1,0,1,1,1,1,0
838,0,1,1,1,0,1,1,1,1,0
839,0,1,1,0,0,0,0,0,1,0
840,0,1,1,1,0,1,1,1,1,0
841,0,1,1,0,1,1,1,1,1,0
842,0,1,1,1,0,1,1,1,1,0
843,0,1,1,0,1,1,1,1,1,1
844,0,1,1,0,0,0,0,0,1,0
845,1,1,1,1,1,1,1,1,1,1
846,0,1,1,1,0,1,1,1,1,0
847,0,1,1,0,0,0,1,1,1,0
848,1,1,1,1,0,1,1,1,1,0
849,1,1,1,1,1,1,1,1,1,0
850,0,1,1,1,0,1,1,1,1,0
851,0,1,1,0,1,1,1,1,1,1
852,0,1,1,0,0,0,0,0,1,0
853,0,1,1,0,1,1,1,1,1,0
854,1,1,1,1,1,1,1,1,1,1
855,1,1,1,1,1,1,1,1,1,1
856,0,0,1,0,1,0,0,0,1,0
857,1,1,1,1,0,1,1,1,1,0
858,0,1,1,1,0,1,1,1,1,0
859,0,1,1,1,1,1,1,1,1,0
860,0,1,1,0,0,0,0,0,1,0
861,1,1,1,1,1,1,1,1,1,0
862,0,1,1,1,0,1,1,1,1,0
863,1,1,1,1,1,1,1,1,1,1
864,1,1,1,1,1,1,1,1,1,1
865,0,1,1,0,0,0,0,0,1,0
866,1,1,1,1,1,1,1,1,1,0
867,1,1,1,1,0,1,1,1,1,0
868,0,0,1,0,1,0,0,0,1,0
869,1,1,1,1,0,1,1,1,1,0
870,1,1,1,1,1,1,1,1,1,1
871,0,1,1,0,0,0,0,0,1,0
872,1,1,1,1,0,1,1,1,1,0
873,1,1,1,1,1,1,1,1,1,1
874,1,1,1,1,1,1,1,1,1,0
875,1,1,1,1,1,1,1,1,1,0
876,1,1,1,1,1,1,1,1,1,1
877,1,1,1,1,0,1,1,1,1,0
878,1,1,1,1,1,1,1,1,1,0
879,1,1,1,1,0,1,1,1,1,0
880,0,1,1,0,0,0,0,0,1,0
881,0,1,1,1,0,1,1,1,1,0
882,1,1,1,1,1,1,1,1,1,1
883,0,0,1,0,1,0,0,0,1,0
884,1,1,1,1,1,1,1,1,1,1
885,1,1,1,1,0,1,1,1,1,0
886,1,1,1,1,1,1,1,1,1,1
887,0,0,1,0,1,0,0,0,1,0
888,0,1,1,0,0,0,0,0,1,0
889,0,0,1,0,0,0,0,0,1,1
890,1,1,1,1,1,1,1,1,1,1
891,0,1,1,0,0,0,0,0,1,0
892,0,1,1,1,0,1,1,1,1,0
893,1,1,1,1,1,1,1,1,1,1
894,0,1,1,0,0,0,0,0,1,0
895,0,1,1,0,0,0,0,0,1,0
896,1,1,1,1,1,1,1,1,1,1
897,1,1,1,1,1,1,1,1,1,1
898,0,0,1,0,0,0,0,0,1,1
899,1,1,1,1,1,1,1,1,1,1
900,0,1,1,0,0,1,1,1,1,0
901,1,1,1,1,0,1,1,1,1,0
902,0,1,1,0,0,0,0,0,1,0
903,1,1,1,1,1,1,1,1,1,1
904,0,0,1,0,1,0,0,0,1,0
905,0,1,1,0,0,0,0,0,1,0
906,1,1,1,1,1,1,1,1,1,1
907,0,0,0,0,0,0,1,1,0,0
908,1,1,1,1,1,1,1,1,1,1
909,0,0,0,0,0,0,1,1,0,0
910,0,1,1,0,0,0,0,0,1,0
911,0,0,1,0,1,0,0,0,1,0
912,0,1,1,1,0,1,1,1,1,0
913,0,1,1,0,0,0,0,0,1,0
914,1,1,1,1,1,1,1,1,1,1
915,0,0,1,0,0,0,0,0,1,1
916,1,1,1,1,0,1,1,1,1,0
917,0,0,1,0,1,0,0,0,1,0
918,0,1,1,1,0,1,1,1,1,0
919,1,1,1,1,1,1,1,1,1,0
920,0,1,1,0,0,0,0,0,1,0
921,0,1,1,1,0,1,1,1,1,0
922,1,1,1,1,1,1,1,1,1,1
923,1,1,1,1,0,1,1,1,1,0
924,0,1,1,0,0,0,0,0,1,0
925,1,1,1,0,1,1,1,1,1,1
926,1,1,1,1,1,1,1,1,1,1
927,1,1,1,1,0,1,1,1,1,0
928,1,1,1,1,0,1,1,1,1,0
929,0,0,1,1,0,1,1,1,1,0
930,0,0,1,0,1,0,0,0,1,0
931,0,0,1,0,0,0,0,0,1,1
932,1,1,1,1,1,1,1,1,1,1
933,0,1,1,0,0,0,0,0,1,0
934,0,1,1,0,0,0,0,0,1,0
935,0,1,1,0,0,0,0,0,1,0
936,1,1,1,1,1,1,1,1,1,1
937,0,1,1,0,0,1,0,1,1,0
938,1,1,1,1,1,1,1,1,1,1
939,1,1,1,1,0,1,1,1,1,0
940,1,1,1,1,1,1,1,1,1,1
941,0,1,1,1,0,1,1,1,1,0
942,0,0,1,0,0,0,0,0,1,1
943,1,1,1,1,1,1,1,1,1,1
944,0,1,1,1,0,1,1,1,1,0
945,0,1,1,1,0,1,1,1,1,0
946,0,1,1,1,0,1,1,1,1,0
947,1,1,1,1,1,1,1,1,1,1
948,1,1,1,0,0,1,1,1,1,0
949,1,1,1,0,0,1,1,1,1,0
950,0,1,1,1,0,1,1,1,1,0
951,0,0,1,0,0,0,0,0,1,1
952,1,1,1,1,1,1,1,1,1,1
953,0,1,1,1,0,1,1,1,1,0
954,0,1,1,1,0,1,1,1,1,1
955,0,1,1,1,0,1,1,1,1,0
956,0,1,1,1,0,1,1,1,1,0
957,0,1,1,1,1,1,1,1,1,1
958,1,1,1,1,0,1,1,1,1,0
959,1,1,1,1,1,1,1,1,1,1
960,1,1,1,1,1,1,1,1,1,1
961,0,0,1,0,0,0,0,0,1,1
962,1,1,1,0,0,1,1,1,1,1
963,0,0,0,0,0,0,1,1,0,0
964,1,1,1,1,1,1,1,1,1,1
965,0,0,1,0,0,0,0,0,1,1
966,1,1,1,1,1,1,1,1,1,1
967,1,1,1,0,0,1,1,1,1,1
968,1,1,1,1,1,1,1,1,1,1
969,1,1,1,1,0,1,1,1,1,1
970,1,1,1,1,1,1,1,1,1,1
971,0,1,1,0,0,0,0,0,1,0
972,0,0,1,0,1,0,0,0,1,0
973,0,0,1,0,1,0,0,0,1,0
974,0,1,1,0,0,0,0,0,1,0
975,1,1,1,1,1,1,1,1,1,0
976,0,1,1,1,0,1,1,1,1,0
977,1,1,1,1,1,1,1,1,1,1
978,0,0,1,0,0,0,0,0,1,1
979,0,1,1,1,0,1,1,1,1,0
980,1,1,1,1,1,1,1,1,1,1
981,1,1,1,1,0,1,1,1,1,0
982,1,1,1,1,0,1,1,1,1,1
983,1,1,1,1,0,1,1,1,1,0
984,1,1,1,1,1,1,1,1,1,1
985,1,1,1,1,1,1,1,1,1,1
986,1,1,1,1,1,1,1,1,1,1
987,0,1,1,0,0,0,0,0,1,0
988,0,1,1,1,0,1,1,1,1,0
989,0,1,1,0,0,0,0,0,1,0
990,0,0,1,0,0,0,0,0,1,1
991,1,1,1,1,1,1,1,1,1,1
992,1,1,1,1,1,1,1,1,1,1
993,0,0,1,0,0,0,1,1,0,0
994,1,1,1,1,1,1,1,1,1,1
995,0,1,1,0,0,0,0,0,1,0
996,1,1,1,1,1,1,1,1,1,1
997,1,1,1,1,0,1,1,1,1,0
998,1,1,1,1,1,1,1,1,1,1
999,1,1,1,1,0,1,1,1,1,0
1000,0,1,1,0,0,0,0,0,1,0
1001,0,1,1,0,0,0,0,0,1,0
1002,1,1,1,1,0,1,0,1,1,0
1003,1,1,1,1,0,1,0,1,1,0
1004,0,1,1,1,0,1,1,1,1,0
1005,0,1,1,1,0,1,1,1,1,0
1006,0,0,1,0,0,0,1,1,0,0
1007,0,1,1,0,0,0,0,0,1,0
1008,0,1,1,0,0,0,0,0,1,0
1009,0,0,1,0,1,0,0,0,1,0
1010,1,1,1,1,0,1,1,1,1,1
1011,0,0,1,0,0,0,0,0,1,1
1012,0,1,1,1,0,1,1,1,1,0
1013,0,0,1,0,0,0,0,0,1,1
1014,0,1,1,0,0,0,0,0,1,0
1015,1,1,1,1,0,1,1,1,1,0
1016,0,1,1,0,0,0,0,0,1,0
1017,1,1,1,1,1,1,1,1,1,1
1018,0,1,1,0,0,0,0,0,1,0
1019,1,1,1,1,0,1,1,1,1,1
1020,1,1,1,1,0,1,1,1,1,1
1021,1,1,1,1,0,1,0,1,1,0
1022,1,1,1,1,1,1,1,1,1,1
1023,1,1,1,1,0,1,1,1,1,1
1024,0,0,1,0,0,0,1,1,0,0
1025,1,1,1,1,0,1,1,1,1,1
1026,0,1,1,0,0,0,0,0,1,0
1027,0,1,1,0,0,0,0,0,1,0
1028,1,1,1,1,0,1,1,1,1,1
1029,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,1,0,1,1,1,1,0
1031,0,1,1,0,0,0,0,0,1,0
1032,0,1,1,1,0,1,1,1,1,0
1033,1,1,1,1,1,1,1,1,1,1
1034,1,1,1,1,0,1,1,1,1,1
1035,1,1,1,1,0,1,1,1,1,1
1036,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,0
1038,1,1,1,1,1,1,1,1,1,1
1039,0,0,1,0,0,0,0,0,1,1
1040,1,1,1,1,1,1,1,1,1,0
1041,1,1,1,1,1,1,1,1,1,1
1042,1,1,1,1,0,1,1,1,1,0
1043,0,1,1,1,0,1,0,1,1,0
1044,1,1,1,1,0,1,1,1,1,1
1045,0,0,1,1,0,1,1,1,1,0
1046,1,1,1,1,1,1,1,1,1,1
1047,1,1,1,1,1,1,1,1,1,1
1048,1,1,1,1,1,1,1,1,1,1
1049,0,1,1,1,1,1,1,1,1,1
1050,1,0,1,1,1,1,1,1,1,1
1051,0,1,1,1,0,1,1,1,1,0
1052,1,1,1,1,1,1,1,1,1,1
1053,1,1,1,1,1,1,1,1,1,1
1054,0,1,1,1,0,1,1,1,1,0
1055,0,1,1,1,0,1,1,1,1,0
1056,1,1,1,1,0,1,1,1,1,0
1057,0,1,1,1,0,1,1,1,1,0
1058,1,1,1,1,1,1,1,1,1,1
1059,0,1,1,1,0,1,1,1,1,0
1060,1,1,1,1,0,1,1,1,1,1
1061,0,1,1,1,0,1,1,1,1,0
1062,1,1,1,1,0,1,1,1,1,1
1063,0,0,1,1,0,1,1,1,1,1
1064,0,1,1,1,0,1,1,1,1,0
1065,1,1,1,1,1,1,1,1,1,1
1066,0,1,1,0,0,1,1,1,1,0
1067,0,1,1,1,0,1,1,1,1,0
1068,0,1,1,0,0,1,1,1,1,0
1069,0,1,1,0,0,1,1,1,1,0
1070,0,1,1,1,0,0,1,1,1,0
1071,0,1,1,1,0,1,1,1,1,0
1072,0,1,1,1,0,1,1,1,1,0
1073,0,1,1,1,0,1,1,1,1,0
1074,0,1,1,1,0,1,1,1,1,0
1075,0,1,1,1,0,1,1,1,1,0
1076,0,0,0,0,0,0,0,1,0,0
1077,0,1,1,1,0,1,1,1,1,0
1078,0,0,1,1,0,0,1,1,1,0
1079,0,1,1,1,0,0,1,1,1,0
1080,1,1,1,1,1,1,1,1,1,1
1081,0,1,1,1,0,0,1,1,1,0
1082,0,1,1,1,0,1,1,1,1,0
1083,0,0,1,0,0,0,1,1,0,0
1084,0,1,1,0,0,1,1,1,1,0
1085,0,1,1,0,0,1,1,1,1,0
1086,0,1,1,1,0,1,1,1,1,0
1087,1,1,1,1,0,1,1,1,1,0
1088,0,1,1,1,0,1,0,1,1,0
1089,0,1,1,1,0,1,1,1,1,0
1090,1,1,1,1,0,1,1,1,1,1
1091,0,0,1,0,0,0,1,1,0,0
1092,0,1,1,0,0,0,0,0,1,0
1093,1,1,1,1,0,1,1,1,1,1
1094,0,0,1,0,0,0,1,1,0,0
1095,1,1,1,0,1,1,0,1,1,0
1096,0,1,1,1,0,1,1,1,1,0
1097,0,0,1,0,0,0,1,1,0,0
1098,0,1,1,1,0,1,1,1,1,0
1099,0,1,1,1,0,1,1,1,1,0
1100,0,1,1,0,0,0,0,0,1,0
1101,0,1,1,0,0,1,1,1,1,0
1102,0,1,1,1,0,1,1,1,1,0
1103,1,1,1,1,0,1,1,1,1,0
1104,0,1,1,1,0,1,1,1,1,0
1105,0,1,1,1,0,1,1,1,1,0
1106,0,1,1,1,0,1,1,1,1,0
1107,1,1,1,1,0,1,1,1,1,1
1108,1,1,1,1,0,1,1,1,1,1
1109,1,1,1,0,1,1,1,1,1,0
1110,0,1,1,1,0,1,1,1,1,0
1111,0,1,1,1,0,1,1,1,1,0
1112,1,1,1,1,0,1,1,1,1,1
1113,0,1,1,0,0,1,1,1,1,0
1114,1,1,1,0,1,1,1,1,1,0
1115,0,1,1,1,0,1,0,1,1,0
1116,1,1,1,1,0,1,1,1,1,1
1117,0,1,1,1,0,1,1,1,1,0
1118,1,1,1,1,0,1,1,1,1,0
1119,1,1,1,1,1,1,1,1,1,1
1120,1,1,1,1,1,1,1,1,1,1
1121,1,1,1,0,1,1,0,1,1,0
1122,1,1,1,1,1,1,1,1,1,1
1123,1,1,1,1,0,1,1,1,1,1
1124,1,1,1,1,1,1,1,1,1,1
1125,1,1,1,1,1,1,1,1,1,1
1126,1,1,1,1,1,1,1,1,1,1
1127,1,1,1,1,0,1,0,1,1,0
1128,1,1,1,1,1,1,1,1,1,1
1129,1,1,1,1,1,1,1,1,1,1
1130,1,1,1,1,1,1,1,1,1,1
1131,1,1,1,1,1,1,1,1,1,1
1132,1,1,1,1,1,1,1,1,1,1
1133,1,1,1,1,0,1,0,1,1,0
1134,0,1,1,1,0,1,1,1,1,0
1135,1,1,1,1,1,1,1,1,1,1
1136,1,1,1,1,0,1,0,1,1,0
1137,0,0,1,1,0,1,1,1,1,0
1138,0,0,1,1,0,1,1,1,1,0
1139,0,1,1,1,0,1,0,1,1,0
1140,0,0,1,1,0,1,0,1,1,0
1141,0,1,1,1,0,1,1,1,1,0
1142,1,1,1,1,0,1,0,1,1,1
1143,0,0,1,1,0,0,0,0,1,0
1144,0,1,1,1,0,1,1,1,1,0
1145,1,1,1,1,0,1,0,1,1,0
1146,1,1,1,1,1,1,1,1,1,1
1147,1,1,1,1,0,1,0,1,1,0
1148,1,1,1,1,0,1,1,1,1,0
1149,0,1,1,1,0,0,1,1,1,0
1150,1,1,1,1,1,1,1,1,1,1
1151,0,0,1,1,0,1,1,1,1,0
1152,1,0,1,1,1,1,1,1,1,1
1153,0,1,1,1,0,1,1,1,1,0
1154,0,1,1,1,0,1,1,1,1,0
1155,0,0,1,1,0,1,1,1,1,0
1156,0,1,1,1,0,1,1,1,1,0
1157,1,1,1,1,1,1,1,1,1,1
1158,0,1,1,0,0,1,1,1,1,0
1159,0,1,1,1,0,1,1,1,1,0
1160,0,1,1,1,0,1,1,1,1,0
1161,0,1,1,1,0,1,1,1,1,0
1162,0,1,1,1,0,1,1,1,1,0
1163,0,0,1,1,0,1,1,1,1,0
1164,0,1,1,1,0,1,1,1,1,0
1165,0,1,1,0,0,1,1,1,1,0
1166,0,1,1,0,0,0,0,0,1,0
1167,0,1,1,1,0,1,0,1,1,0
1168,0,0,0,0,0,0,1,1,0,0
1169,0,1,1,1,0,1,1,1,1,0
1170,0,1,1,1,0,1,1,1,1,0
1171,0,1,1,1,0,1,1,1,1,0
1172,0,1,1,1,0,1,1,1,1,0
1173,0,1,1,0,0,1,1,1,1,0
1174,0,1,1,1,0,1,1,1,1,0
1175,0,0,1,1,0,1,0,1,1,0
1176,0,1,1,1,0,1,1,1,1,0
1177,0,0,1,1,0,1,1,1,1,0
1178,0,1,1,1,0,1,0,1,1,0
1179,0,1,1,0,0,0,0,0,1,0
1180,0,1,1,1,0,1,1,1,1,0
1181,0,0,1,1,0,1,0,1,1,0
1182,0,1,1,1,0,1,1,1,1,0
1183,0,1,1,1,0,1,1,1,1,0
1184,0,1,1,1,0,1,1,1,1,0
1185,0,0,1,1,0,1,0,1,1,0
1186,0,1,1,1,0,1,1,1,1,0
1187,0,0,1,1,0,1,0,1,1,0
1188,0,1,1,0,0,0,0,0,1,0
1189,0,1,1,1,0,1,1,1,1,0
1190,0,0,1,1,0,0,1,1,1,0
1191,0,1,1,1,0,1,0,1,1,0
1192,0,1,1,1,0,1,1,1,1,0
1193,0,0,1,1,0,1,1,1,1,0
1194,0,0,0,0,0,0,0,1,0,0
1195,0,1,1,1,0,1,1,1,1,0
1196,0,1,1,1,0,1,0,1,1,0
1197,0,0,1,1,0,1,1,1,1,0
1198,0,0,0,0,0,0,0,1,0,0
1199,0,0,1,1,0,1,0,1,1,0
1200,0,0,1,1,0,1,1,1,1,0
1201,0,0,1,1,0,1,1,1,1,0
1202,1,1,1,0,1,1,1,1,1,0
1203,0,0,1,1,0,1,1,1,1,0
1204,0,1,1,0,0,0,0,0,1,0
1205,0,1,1,0,1,1,1,1,1,1
1206,0,1,1,0,0,0,0,0,1,0
1207,0,0,1,0,0,1,0,0,1,0
1208,1,1,1,1,0,1,1,1,1,0
1209,0,0,1,1,0,1,1,1,1,0
1210,0,1,1,1,0,1,0,1,1,0
1211,0,0,1,1,0,0,1,1,1,0
1212,0,1,1,1,0,1,1,1,1,0
1213,0,0,1,0,0,1,1,1,1,0
1214,0,0,1,0,0,1,1,1,1,0
1215,0,1,1,1,0,1,0,1,1,0
1216,0,0,1,1,0,0,1,1,1,0
1217,0,0,1,1,0,0,1,1,1,0
1218,0,0,0,0,0,0,0,1,0,0
1219,0,1,1,1,0,1,1,1,1,0
1220,0,0,1,1,0,1,1,1,1,0
1221,0,1,1,1,0,1,0,1,1,0
1222,0,1,1,0,1,1,1,1,1,0
1223,1,1,1,1,0,1,1,1,1,1
1224,0,1,1,1,0,1,1,1,1,0
1225,0,1,1,0,1,1,1,1,1,1
1226,0,0,1,1,0,0,1,1,1,0
1227,0,0,1,1,0,0,1,1,1,0
1228,0,0,1,1,0,1,1,1,1,0
1229,0,0,1,1,1,1,1,1,1,0
1230,0,1,1,1,0,1,0,1,1,0
1231,0,1,1,1,0,1,0,1,1,0
1232,0,0,0,0,0,0,0,1,0,0
1233,0,0,1,1,0,1,1,1,1,0
1234,0,1,1,1,0,1,0,1,1,0
1235,0,0,1,1,0,1,1,1,1,0
1236,0,1,0,0,0,1,1,1,1,0
1237,0,1,1,1,0,1,1,1,1,0
1238,0,1,1,0,0,1,1,1,1,0
1239,0,1,1,1,0,1,1,1,1,0
1240,0,1,1,0,0,1,1,1,1,0
1241,0,1,1,1,0,1,1,1,1,0
1242,1,1,1,1,1,1,1,1,1,1
1243,1,1,1,1,1,1,1,1,1,1
1244,0,1,1,1,0,1,1,1,1,0
1245,0,1,1,0,1,1,1,1,1,1
1246,0,1,1,1,0,1,1,1,1,0
1247,0,1,1,1,0,1,1,1,1,0
1248,0,1,1,1,0,1,1,1,1,0
1249,0,0,1,0,0,0,1,1,0,0
1250,0,1,1,0,1,1,1,1,1,1
1251,0,1,1,0,1,1,1,1,1,0
1252,1,1,1,1,0,1,1,1,1,1
1253,0,1,1,1,0,1,1,1,1,0
